category,bedrooms,bathrooms,floor_area,condition,amenities,parking_space,lat,lng,amenities_count,furnishing,price,log1p_price
Flats,1.0,1.0,100.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6376136,-0.1266064,13,Semi-Furnished,7500,8.922791623969637
Flats,1.0,1.0,100.0,New,"Pre-Paid Meter,Tiled Floor,24-hour Electricity,Chandelier,Kitchen Cabinets,Apartment,Dishwasher,Pop Ceiling",0,5.7141674,-0.15418,8,Unfurnished,1200,7.0909098220799835
Duplex,4.0,5.0,145.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.5767652,-0.1784836,15,Furnished,44139,10.695121679810727
Detached,2.0,2.0,100.0,Used,"Kitchen Cabinets,Hot Water,Dishwasher,Dining Area,24-hour Electricity,Balcony,Tiled Floor,Pre-Paid Meter",0,5.6376136,-0.1266064,8,Unfurnished,4500,8.412054873292933
Townhouse,4.0,4.0,2000.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi,Refrigerator",0,5.6358281,-0.1613592,17,Semi-Furnished,30000,10.308985993422082
Flats,1.0,1.0,1000.0,Used,"24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7141674,-0.15418,7,Semi-Furnished,800,6.68586094706836
Flats,3.0,2.0,17.0,Renovated,"24-hour Electricity,Apartment,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5831665,-0.1046082,7,Unfurnished,3000,8.006700845440367
Detached,4.0,5.0,990.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,12,Semi-Furnished,28000,10.239995502805316
Flats,3.0,3.0,1000.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,13,Semi-Furnished,7000,8.853808274977197
Flats,2.0,3.0,120.0,Used,"Apartment,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter",0,5.6529542,-0.2170221,6,Semi-Furnished,3500,8.160803920954665
Flats,2.0,2.0,450.0,Renovated,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.686459399999999,-0.114666,10,Semi-Furnished,3000,8.006700845440367
Flats,1.0,1.0,666.0,Used,24-hour Electricity,0,5.6562651,-0.2338473,1,Unfurnished,1300,7.170888478512505
Flats,1.0,1.0,800.0,New,"Air Conditioning,24-hour Electricity,Apartment,Refrigerator,Wardrobe,Dishwasher,Pop Ceiling,Balcony,Microwave,TV,Pre-Paid Meter,Wi-Fi,Dining Area,Tiled Floor,Chandelier,Kitchen Cabinets,Kitchen Shelf,Hot Water",0,5.5570305,-0.1762717,18,Furnished,20000,9.90353755128617
Detached,5.0,6.0,372.0,New,"24-hour Electricity,Apartment,Air Conditioning,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wi-Fi,TV,Wardrobe",0,5.6510376,-0.1354586,17,Furnished,58000,10.968215530759236
Flats,2.0,3.0,100.0,New,"Apartment,24-hour Electricity,Air Conditioning,Dining Area,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,TV,Wardrobe,Wi-Fi,Tiled Floor,Microwave,Hot Water",0,5.5767652,-0.1784836,13,Furnished,14500,9.581972891547895
Flats,1.0,1.0,30.0,Used,"24-hour Electricity,Balcony,Kitchen Cabinets,Pre-Paid Meter,Tiled Floor",0,5.6442137,-0.2480426,5,Unfurnished,1500,7.313886831633462
Flats,1.0,1.0,100.0,Used,"Balcony,Apartment,24-hour Electricity,Pre-Paid Meter,Tiled Floor",0,5.812958099999999,-0.1179155,5,Unfurnished,450,6.111467339502679
Detached,4.0,4.0,250.0,Used,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor",0,5.6358281,-0.1613592,7,Semi-Furnished,12000,9.392745258631441
Townhouse,5.0,5.0,240.0,Used,"Kitchen Cabinets,Refrigerator,Wardrobe,Pre-Paid Meter,Wi-Fi,Chandelier,24-hour Electricity,Kitchen Shelf,Pop Ceiling,Air Conditioning,Dining Area,Balcony,Tiled Floor,Hot Water",0,5.64174,-0.1517108,14,Semi-Furnished,30000,10.308985993422082
Detached,3.0,3.0,400.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.6510376,-0.1354586,16,Furnished,10000,9.210440366976517
Flats,2.0,3.0,2000.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6731273,-0.1663851,13,Unfurnished,2000,7.601402334583733
Detached,3.0,3.0,100.0,Used,"Pop Ceiling,Pre-Paid Meter,Kitchen Cabinets,Tiled Floor,Wardrobe,Balcony",0,5.5459415,-0.2103988,6,Unfurnished,14878,9.607706101827697
Detached,4.0,5.0,145.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7141674,-0.15418,12,Semi-Furnished,8000,8.987321812850125
Detached,4.0,4.0,200.0,New,"24-hour Electricity,Air Conditioning,Apartment,Kitchen Cabinets,Hot Water,Dishwasher,Dining Area,Balcony,Kitchen Shelf,Tiled Floor,Pre-Paid Meter,Wardrobe",0,5.6510376,-0.1354586,12,Semi-Furnished,8000,8.987321812850125
Flats,2.0,3.0,2222.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.5767652,-0.1784836,18,Furnished,40000,10.596659732783579
Flats,3.0,2.0,80.0,Used,"Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor",0,5.5511744,-0.2526163,6,Unfurnished,2000,7.601402334583733
Detached,4.0,5.0,622.0,New,"Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.606104699999999,-0.1860362,12,Semi-Furnished,29500,10.292179440058462
Flats,2.0,2.0,111.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5831665,-0.1046082,9,Unfurnished,3500,8.160803920954665
Detached,4.0,4.0,14.0,New,"24-hour Electricity,Air Conditioning,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,6.6932173,-1.627507,14,Furnished,42000,10.645448706505872
Flats,2.0,2.0,480.0,New,"Apartment,Air Conditioning,Chandelier,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,12,Semi-Furnished,5500,8.612685172875459
Flats,1.0,1.0,4999.0,Used,"24-hour Electricity,Apartment,Balcony,Dishwasher,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6376136,-0.1266064,8,Unfurnished,850,6.7464121285733745
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6358281,-0.1613592,18,Furnished,26400,10.181157167204903
Flats,3.0,3.0,88.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5511744,-0.2526163,9,Unfurnished,3000,8.006700845440367
Flats,3.0,2.0,200.0,Used,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5344155,-0.4252737,11,Unfurnished,1300,7.170888478512505
Detached,3.0,3.0,80.0,New,"24-hour Electricity,Air Conditioning,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5459415,-0.2103988,10,Unfurnished,8000,8.987321812850125
Flats,2.0,2.0,111.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Tiled Floor",0,5.6358281,-0.1613592,6,Semi-Furnished,2200,7.696667081526462
Detached,3.0,3.0,100.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7213053,-0.1348997,15,Semi-Furnished,6000,8.699681400989514
Mansion,3.0,4.0,354.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,15,Unfurnished,18000,9.798182590890704
Flats,4.0,2.0,80.0,New,"Balcony,Kitchen Cabinets,Kitchen Shelf,Apartment,Tiled Floor,Pre-Paid Meter,Wardrobe",0,5.6983581,-0.2150873,7,Unfurnished,2500,7.824445930877619
Flats,2.0,2.0,17.0,Used,"Pop Ceiling,Tiled Floor,Dining Area,Balcony,Kitchen Cabinets,24-hour Electricity,Apartment,Dishwasher,Wardrobe,Chandelier,Pre-Paid Meter",0,5.5831665,-0.1046082,11,Unfurnished,1500,7.313886831633462
Flats,1.0,1.0,15.0,Used,"24-hour Electricity,Apartment,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5831665,-0.1046082,7,Unfurnished,850,6.7464121285733745
Detached,4.0,5.0,100.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,17,Furnished,13300,9.495594499353297
Flats,1.0,1.0,500.0,New,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Dishwasher,Dining Area,Chandelier,Hot Water,Kitchen Shelf,Wardrobe",0,5.5459415,-0.2103988,13,Unfurnished,1500,7.313886831633462
Flats,2.0,2.0,400.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5644744,-0.1712557,15,Unfurnished,9516,9.160834952072344
Detached,3.0,2.0,100.0,Used,"Air Conditioning,Pre-Paid Meter,Tiled Floor,Kitchen Shelf,Kitchen Cabinets,Wardrobe,24-hour Electricity,Hot Water,Balcony,Dining Area,Pop Ceiling",0,5.5459415,-0.2103988,11,Unfurnished,7000,8.853808274977197
Detached,3.0,4.0,4999.0,Used,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,10,Unfurnished,5000,8.517393171418904
Detached,4.0,5.0,100.0,New,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",0,4.9015794,-1.7830973,7,Unfurnished,12000,9.392745258631441
Flats,2.0,1.0,805.0,Used,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5459415,-0.2103988,9,Semi-Furnished,1000,6.90875477931522
Flats,3.0,3.0,100.0,Used,"Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7023611,-0.2069455,12,Semi-Furnished,2500,7.824445930877619
Flats,2.0,2.0,100.0,New,"Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7023611,-0.2069455,11,Semi-Furnished,2200,7.696667081526462
Detached,2.0,1.0,200.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7556353,-0.1738945,8,Unfurnished,2300,7.741099090035366
Flats,2.0,1.0,1080.0,Used,Apartment,0,5.609507499999999,-0.2507539,1,Unfurnished,1800,7.496097345175956
Flats,3.0,2.0,1283.0,Used,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6844172,-0.2537157,10,Unfurnished,2700,7.901377353792616
Flats,3.0,3.0,126.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5459415,-0.2103988,15,Unfurnished,3500,8.160803920954665
Flats,2.0,2.0,85.0,Used,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Tiled Floor",0,5.6563118,-0.0093265999999999,6,Unfurnished,1600,7.3783837129967145
Detached,4.0,4.0,500.0,Used,"Balcony,Pre-Paid Meter,Kitchen Cabinets",0,6.6932173,-1.627507,3,Unfurnished,5000,8.517393171418904
Duplex,4.0,4.0,806.0,New,"Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.5459415,-0.2103988,16,Semi-Furnished,5000,8.517393171418904
Flats,1.0,1.0,250.0,Used,"24-hour Electricity,Apartment,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6663422,-0.2522717,8,Unfurnished,1200,7.0909098220799835
Detached,4.0,4.0,800.0,Used,"24-hour Electricity,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Wardrobe",0,5.6376136,-0.1266064,9,Unfurnished,8000,8.987321812850125
Flats,1.0,1.0,500.0,Used,"24-hour Electricity,Wardrobe",0,5.5459415,-0.2103988,2,Unfurnished,900,6.803505257608338
Detached,1.0,1.0,14.0,Used,"24-hour Electricity,Pre-Paid Meter,Tiled Floor,Dishwasher",0,5.8142836,0.0746767,4,Unfurnished,500,6.2166061010848646
Flats,1.0,1.0,17.0,Used,"24-hour Electricity,Tiled Floor,Pre-Paid Meter,Dishwasher,Kitchen Cabinets,Pop Ceiling,Apartment",0,5.8142836,0.0746767,7,Unfurnished,1000,6.90875477931522
Flats,2.0,1.0,125.0,New,"Apartment,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.586607799999999,-0.2772644,5,Unfurnished,1800,7.496097345175956
Flats,1.0,1.0,400.0,Used,"24-hour Electricity,Kitchen Cabinets,Kitchen Shelf",0,5.6563118,-0.0093265999999999,3,Unfurnished,1500,7.313886831633462
Flats,1.0,1.0,70.0,Used,"24-hour Electricity,Kitchen Cabinets,Kitchen Shelf,Tiled Floor,Pre-Paid Meter,Apartment",0,5.6195093,-0.0919460999999999,6,Unfurnished,600,6.398594934535208
Detached,3.0,3.0,100.0,Used,24-hour Electricity,0,5.5459415,-0.2103988,1,Unfurnished,26000,10.165890277802454
Flats,2.0,2.0,15.0,New,"Air Conditioning,Kitchen Cabinets,Tiled Floor,Pop Ceiling,Dishwasher,Pre-Paid Meter,Apartment,24-hour Electricity",0,5.5831665,-0.1046082,8,Semi-Furnished,3000,8.006700845440367
Flats,2.0,2.0,894.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6772176,-0.1251477,17,Furnished,22500,10.021315031649332
Flats,3.0,4.0,150.0,New,"Balcony,Pop Ceiling,24-hour Electricity,Dining Area,Chandelier,Kitchen Cabinets,Hot Water,Tiled Floor,Air Conditioning,Pre-Paid Meter,Apartment,Wardrobe",0,5.6983581,-0.2150873,12,Semi-Furnished,11000,9.305741456739435
Flats,2.0,1.0,5000.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,12,Unfurnished,1500,7.313886831633462
Flats,2.0,2.0,124.0,Used,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Wardrobe",0,5.7088147,-0.3560076,7,Unfurnished,1600,7.3783837129967145
Flats,2.0,2.0,250.0,New,"Pre-Paid Meter,Kitchen Shelf,Kitchen Cabinets,Dishwasher,Balcony,Apartment,24-hour Electricity,Chandelier,Wardrobe,Dining Area,Tiled Floor,Hot Water,Air Conditioning,Pop Ceiling",0,5.5459415,-0.2103988,14,Unfurnished,3500,8.160803920954665
Flats,2.0,3.0,156.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.5862504,-0.1394584,18,Unfurnished,12661,9.446360661104071
Flats,3.0,3.0,1000.0,New,"24-hour Electricity,Apartment,Balcony,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pre-Paid Meter,Tiled Floor,Pop Ceiling",0,5.6358281,-0.1613592,10,Unfurnished,5000,8.517393171418904
Flats,2.0,3.0,200.0,New,"Kitchen Cabinets,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7993966,-0.1222349,4,Unfurnished,1500,7.313886831633462
Flats,3.0,3.0,145.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Dishwasher,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,16,Semi-Furnished,26533,10.186182208476863
Detached,3.0,2.0,4999.0,Used,"24-hour Electricity,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,11,Semi-Furnished,5500,8.612685172875459
Flats,2.0,2.0,300.0,Used,"24-hour Electricity,Apartment,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6825806,-0.1916501,9,Semi-Furnished,3000,8.006700845440367
Flats,3.0,2.0,500.0,Used,"24-hour Electricity,Apartment,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7252259,-0.1549277,9,Semi-Furnished,1800,7.496097345175956
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Apartment,Air Conditioning,Balcony,Chandelier,Kitchen Cabinets,Kitchen Shelf,Tiled Floor,Pre-Paid Meter",0,5.6802129,-0.1372479,9,Unfurnished,4500,8.412054873292933
Flats,2.0,2.0,26.0,Used,"Pop Ceiling,24-hour Electricity,Pre-Paid Meter,Apartment,Kitchen Cabinets,Tiled Floor",0,5.5862504,-0.1394584,6,Semi-Furnished,2000,7.601402334583733
Flats,3.0,4.0,16.0,New,"Pre-Paid Meter,Dining Area,Tiled Floor,24-hour Electricity,Kitchen Cabinets,Apartment,Hot Water,Wardrobe,Dishwasher,Pop Ceiling,Balcony",0,5.5831665,-0.1046082,11,Semi-Furnished,2600,7.8636512654486515
Detached,5.0,5.0,2000.0,New,"24-hour Electricity,Chandelier,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Dining Area",0,5.7556353,-0.1738945,8,Semi-Furnished,6200,8.732465848349879
Detached,4.0,4.0,21.0,Used,24-hour Electricity,0,5.5773983,-0.3136781,1,Unfurnished,2000,7.601402334583733
Flats,1.0,1.0,5000.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Kitchen Shelf,Kitchen Cabinets,Hot Water,Dishwasher,Chandelier,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,14,Unfurnished,2000,7.601402334583733
Flats,3.0,3.0,150.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Refrigerator,Tiled Floor",0,5.6141232,-0.1956471,11,Unfurnished,21000,9.952325334619427
Duplex,4.0,5.0,873.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.5459415,-0.2103988,18,Semi-Furnished,10000,9.210440366976517
Detached,4.0,4.0,14.0,New,"24-hour Electricity,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,6.6932173,-1.627507,7,Unfurnished,2000,7.601402334583733
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Apartment,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5344155,-0.4252737,7,Semi-Furnished,1200,7.0909098220799835
Detached,5.0,6.0,80.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,10,Unfurnished,22500,10.021315031649332
Flats,1.0,1.0,70.0,Used,"Apartment,Pre-Paid Meter,Tiled Floor",0,5.6376136,-0.1266064,3,Unfurnished,1500,7.313886831633462
Detached,4.0,5.0,100.0,New,"Air Conditioning,Tiled Floor,Wardrobe,Pop Ceiling,Kitchen Shelf,Kitchen Cabinets",0,5.631628999999999,-0.1524314,6,Unfurnished,6000,8.699681400989514
Detached,3.0,2.0,18.0,Used,"24-hour Electricity,Air Conditioning,Dining Area,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Wardrobe",0,5.6802129,-0.1372479,7,Unfurnished,6500,8.77971129020447
Flats,2.0,3.0,200.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.6510376,-0.1354586,17,Furnished,18000,9.798182590890704
Flats,2.0,2.0,376.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dishwasher,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Wardrobe",0,5.576422,-0.1609445,12,Semi-Furnished,7000,8.853808274977197
Flats,1.0,1.0,1000.0,Used,"24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Tiled Floor",0,5.6376136,-0.1266064,5,Unfurnished,1300,7.170888478512505
Semi-Detached,2.0,3.0,600.0,New,"Apartment,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter",0,5.7556353,-0.1738945,6,Semi-Furnished,1800,7.496097345175956
Flats,2.0,2.0,15.0,Renovated,"Kitchen Shelf,Tiled Floor,Balcony,24-hour Electricity,Pre-Paid Meter,Dishwasher,Kitchen Cabinets,Apartment,Pop Ceiling",0,5.618390000000001,-0.1035441,9,Unfurnished,1500,7.313886831633462
Flats,2.0,2.0,10.0,Used,"Apartment,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,4,Unfurnished,2200,7.696667081526462
Detached,5.0,6.0,70.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,6.6932173,-1.627507,15,Furnished,5000,8.517393171418904
Detached,4.0,4.0,1000.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe,Wi-Fi",0,5.6510376,-0.1354586,16,Semi-Furnished,32000,10.373522431293592
Detached,4.0,4.0,4000.0,Used,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter",0,5.7141674,-0.15418,6,Unfurnished,4000,8.294299608857235
Flats,3.0,3.0,12.0,New,"Apartment,Kitchen Cabinets,Pop Ceiling,Tiled Floor",0,5.6358281,-0.1613592,4,Unfurnished,3500,8.160803920954665
Flats,2.0,2.0,100.0,New,"Pre-Paid Meter,Tiled Floor,24-hour Electricity,Kitchen Cabinets,Apartment,Pop Ceiling",0,4.9015794,-1.7830973,6,Unfurnished,1200,7.0909098220799835
Detached,3.0,2.0,200.0,Used,"24-hour Electricity,Hot Water,Dishwasher",0,5.5510647,-0.4408037,3,Unfurnished,1200,7.0909098220799835
