bhk,type,locality,area,region,status,age,price_cr,price_per_sqft,area_scaled,price_per_sqft_scaled
3,0,Rustomjee Global City,1100,Virar,0,1,0.5399,4908.181818181818,0.6189963132565205,-1.2475968009605658
3,0,Puraniks City Reserva Phase 1,1190,Thane West,0,0,0.9,7563.0252100840335,0.8750475326876348,-0.8757323255783079
3,0,Runwal Avenue Wing J,1368,Kanjurmarg,0,0,2.05,14985.380116959064,1.3814599444513942,0.1639184959974127
3,0,Osho Ankur Palace,980,Borivali West,0,0,2.65,27040.816326530614,0.2775946873483681,1.8525259955021218
3,0,Amey Apartments,1525,Andheri East,1,0,2.5,16393.44262295082,1.828127071681227,0.361146109005833
3,0,Paradise Sai Ansh,1450,Sanpada,0,1,2.8,19310.344827586207,1.6147510554886317,0.7697172177110055
3,0,DGS Sheetal Airwing,1150,Santacruz East,0,1,3.0,26086.956521739132,0.7612469907182506,1.7189186509111258
3,0,Today Imperia,1550,Ulwe,0,1,1.26,8129.032258064516,1.899252410412092,-0.796451598661639
3,0,Neptune Flying Kite,1600,Bhandup West,0,2,1.87,11687.5,2.041503087873822,-0.29801626946077214
3,0,Vora Centrico,1308,Malad West,1,0,2.82,21559.633027522937,1.210759131497318,1.084775491582922
3,0,Piramal Revanta,1570,Mulund West,1,0,2.35,14968.152866242039,1.956152681396784,0.16150547134605078
3,0,Garodia Girivan La Quinta,1466,Chembur,1,0,4.85,33083.21964529331,1.6602712722763853,2.6988867062820314
3,0,Parekh Parvati Enclave,1491,Girgaon,0,2,2.5,16767.27028839705,1.7313966110072505,0.41350822916649965
3,0,Lodha Palava Lakeshore Greens,1200,Dombivali,0,1,0.76,6333.333333333333,0.9034976681799809,-1.047975526824947
3,0,Nirvaana Pearl,1110,Chembur,1,0,2.13,19189.18918918919,0.6474464487488666,0.7527469218172701
3,0,NARANG REALTY And WADHWA GROUP Courtyard,1091,Thane West,0,0,2.8,25664.527956003665,0.5933911913134091,1.6597489923682371
3,0,Reputed Builder Mount Alps A,1255,Wadala,0,1,2.5,19920.3187250996,1.059973413387884,0.8551563905403927
3,0,Mahindra Splendour,1463,Bhandup West,0,1,2.65,18113.465481886535,1.6517362316286814,0.6020700746282764
3,0,Kalpataru Hills,1650,Thane West,0,2,2.05,12424.242424242424,2.1837537653355525,-0.1948206022819027
3,0,K Raheja Interface Heights,883,Malad West,0,0,2.5,28312.570781426955,0.0016283730726115962,2.0306609109655254
3,0,Millennium Urbania,1475,Kalamboli,1,0,1.03,6983.050847457627,1.6858763942194968,-0.9569694572114087
3,0,Lodha Imperia,1683,Bhandup West,0,1,2.5,14854.426619132502,2.2776392124602944,0.14557581186121046
3,0,Kanakia Niharika,1200,Thane West,0,2,1.65,13750.0,0.9034976681799809,-0.009121458258230065
3,0,Runwal Gardens,918,Dombivali,1,0,0.9998999999999999,10892.156862745096,0.10120384729582271,-0.40942015090489
3,0,RNA NG Eclat,1788,Andheri West,0,0,3.85,21532.438478747204,2.576365635129928,1.0809663453844718
3,0,Tridhaatu Aum,1139,Chembur,1,0,3.07,26953.467954345917,0.72995184167667,1.840291090536717
3,0,Reputed Builder Baronet and Senate,1055,Kandivali East,0,1,1.75,16587.677725118483,0.49097070354096334,0.3883526608456552
3,0,Uma Serita,1800,Thane West,0,1,1.65,9166.666666666666,2.6105057977207426,-0.6511099275972125
3,0,Srushti Sangam Parivar,1316,Chembur,0,2,1.8,13677.811550151975,1.2335192398911947,-0.01923290969573277
3,0,Bhagwati Bhagwati Greens 2,690,Kharghar,0,0,1.8,26086.956521739132,-0.5474592419296669,1.7189186509111258
3,0,Runwal Runwal Pearl,1365,Thane West,0,2,1.6,11721.611721611722,1.3729249038036904,-0.29323823340025723
3,0,JP North Elara,1386,Mira Road East,1,0,1.36,9812.409812409815,1.432670188337617,-0.5606605486033689
3,0,Hiranandani Meadows,1650,Thane West,0,2,2.25,13636.363636363636,2.1837537653355525,-0.025038527745973475
3,0,Omkar Veda Exclusive,1200,Parel,0,1,4.0,33333.333333333336,0.9034976681799809,2.733920183462877
3,0,Agarwal Paramount,715,Virar,1,0,0.7234,10117.482517482518,-0.47633390319880176,-0.5179289502833556
3,0,Mahindra Vicino A3A4,1520,Andheri East,1,0,4.02,26447.368421052626,1.813902003935054,1.7694016218722515
3,0,T Bhimjyani The Verraton,1650,Thane West,0,2,2.75,16666.666666666668,2.1837537653355525,0.39941665859384984
3,0,L And T Seawoods Residences Phase 3,1150,Seawoods,1,2,3.25,28260.869565217392,0.7612469907182506,2.023419110676651
3,0,JP JP North Phase 5 Euphoria,1386,Mira Road East,1,0,1.55,11183.261183261184,1.432670188337617,-0.3686451071639254
3,0,JP Codename Dream Home Tower B,799,Mira Road East,1,0,1.25,15644.555694618273,-0.23735276506309508,0.2562493585705927
3,0,T Bhimjyani The Verraton,1650,Thane West,0,2,1.75,10606.060606060606,2.1837537653355525,-0.4494937140857965
3,0,Hiranandani Meadows,1750,Thane West,0,2,3.25,18571.428571428572,2.4682551202590126,0.6662170614360243
3,0,Neelkanth Greens,1520,Thane West,0,2,1.71,11250.0,1.813902003935054,-0.3592969869885841
3,0,Runwal Bliss,1500,Kanjurmarg,0,0,2.1,14000.0,1.7570017329503618,0.02589609461480534
3,0,Reputed Builder Prem Tower,1750,Goregaon West,0,0,2.6,14857.142857142857,2.4682551202590126,0.14595627589378382
3,0,Gurukrupa Raj Hills,1200,Borivali East,0,1,2.45,20416.666666666668,0.9034976681799809,0.9246799516893809
3,0,Sheth Golden Willows,1728,Mulund West,0,1,3.8,21990.74074074074,2.405664822175851,1.1451608401492333
3,0,Lodha Sterling,1026,Thane West,1,0,2.51,24463.937621832356,0.4084653106131599,1.491582050345441
3,0,Neelkanth Palms,1650,Thane West,0,2,1.75,10606.060606060606,2.1837537653355525,-0.4494937140857965
3,0,Nisarg Hyde Park,1375,Kharghar,0,1,1.5,10909.09090909091,1.4013750392960365,-0.4070481954518141
3,0,Neelkanth Palms,1480,Thane West,0,2,1.8,12162.162162162162,1.7001014619656698,-0.23153024001940095
3,0,Hubtown Greenwoods,1045,Thane West,0,2,1.1,10526.315789473685,0.46252056804861735,-0.4606635874105286
3,0,Mistry 9PBR Tower B2,1750,Nerul,1,0,3.75,21428.571428571428,2.4682551202590126,1.0664176656992859
3,0,Reputed Builder Mount Alps A,1255,Wadala,0,1,2.75,21912.350597609562,1.059973413387884,1.1341807162219497
3,0,Runwal Gardens Phase 4 Bldg No 33 34,1110,Dombivali,1,2,0.89,8018.018018018018,0.6474464487488666,-0.8120013867435913
3,0,Sea Gundecha Trillium,1650,Kandivali East,0,1,2.95,17878.78787878788,2.1837537653355525,0.569198733129779
3,0,Hiranandani Meadows,1130,Thane West,0,2,1.85,16371.681415929204,0.7043467197335586,0.3580980121359909
3,0,Mohan Suburbia,1250,Ambernath West,0,1,0.62,4960.0,1.045748345641711,-1.2403386172741548
3,0,Omkar Alta Monte,1238,Malad East,1,0,3.46,27948.303715670438,1.0116081830508958,1.9796379460253883
3,0,Kalpataru Vivant South Wing B,866,Andheri East,1,0,2.57,29676.674364896073,-0.04673685726437666,2.2217311883992332
3,0,Sheth Auris Serenity Tower 1,1321,Malad West,1,2,3.96,29977.289931869796,1.2477443076373678,2.2638384744430726
3,0,Romell Grandeur,1400,Goregaon East,0,1,2.36,16857.14285714286,1.4725003780269015,0.42609669887806734
3,0,Runwal Garden City Dahlia,1650,Thane West,0,2,1.6,9696.969696969696,2.1837537653355525,-0.5768302699877436
3,0,White Berry Residency,1041,Kandivali East,1,0,3.18,30547.550432276657,0.4511405138516789,2.3437149833406763
3,0,Cosmos Horizon,1200,Thane West,0,1,2.2,18333.333333333332,0.9034976681799809,0.6328670110807522
3,0,Reputed Builder Seawind Residency,1565,Koper Khairane,0,1,2.6,16613.41853035144,1.941927613650611,0.3919581808786133
3,0,Kanakia Niharika,1200,Thane West,0,2,1.65,13750.0,0.9034976681799809,-0.009121458258230065
3,0,Kalpataru Srishti Namaah,1450,Mira Road East,1,0,1.45,10000.0,1.6147510554886317,-0.5343847513537611
3,0,Godrej Tranquil,1100,Kandivali East,0,0,2.3,20909.090909090908,0.6189963132565205,0.9936539194696018
3,0,Lodha Casa Sophistica,1326,Dombivali,0,0,0.87,6561.085972850678,1.2619693753835408,-1.016074166439859
3,0,Oberoi Springs,1295,Andheri West,0,1,4.6,35521.23552123552,1.1737739553572681,3.040380105646455
3,0,K Raheja Vistas,1548,Powai,0,2,4.0,25839.793281653747,1.8935623833136228,1.6842984435992832
3,0,Runwal Garden City,1250,Thane West,0,1,1.35,10800.0,1.045748345641711,-0.4223285821600478
3,0,Kalpataru Immensa,1499,Thane West,1,0,1.25,8338.892595063375,1.7541567194011272,-0.7670564168743967
3,0,Hiranandani Castalia,1055,Kandivali West,1,0,3.5,33175.355450236966,0.49097070354096334,2.7117921879664877
3,0,Runwal Greens,1480,Mulund West,0,1,2.3,15540.54054054054,1.7001014619656698,0.24167993394053694
3,0,Neelkanth Greens,1150,Thane West,0,2,1.75,15217.391304347826,0.7612469907182506,0.19641635208349947
3,0,Pridedream Giriraj Dreams,1400,Thane West,0,0,2.6,18571.428571428572,1.4725003780269015,0.6662170614360243
3,0,Paradise Sai World Empire,1820,Kharghar,1,0,2.5,13736.263736263736,2.667406068705435,-0.011045499624880389
3,0,Neptune Living Point ,1584,Bhandup West,1,0,1.8,11363.636363636364,1.9959828710860685,-0.3433799175008407
3,0,Ajmera Manhattan Building 3A And 3B,944,Wadala,1,0,3.03,32097.45762711864,0.1751741995759224,2.5608108119153847
3,0,PR Lido Towers,1700,Juhu,0,1,5.5,32352.941176470587,2.3260044427972826,2.596596446705875
3,0,Gurukrupa Vyom,1242,Juhu,1,0,4.03,32447.665056360707,1.0229882372478343,2.60986444059544
3,0,Indiabulls Greens,1200,Panvel,0,1,0.42,3500.0,0.9034976681799809,-1.4448411260526817
3,0,Neelkanth Palms,1350,Thane West,0,2,1.9,14074.074074074075,1.3302497005651714,0.03627166583644556
3,0,ACME Ozone,1150,Thane West,0,1,1.42,12347.826086956522,0.7612469907182506,-0.20552425480699382
3,0,Kanakia Levels,1820,Malad East,0,1,3.1,17032.967032967033,2.667406068705435,0.450724428371191
3,0,Lodha Splendora,1359,Thane West,0,0,1.73,12729.948491537896,1.3558548225082827,-0.15200028878139502
3,0,Kanungo Pinnacolo,1400,Mira Road East,0,2,1.23,8785.714285714286,1.4725003780269015,-0.7044700081656473
3,0,Ajmera Golden Rays,1450,Andheri West,0,1,4.51,31103.44827586207,1.6147510554886317,2.42157971185971
3,0,RNA NG Eclat,1580,Andheri West,0,0,4.6,29113.92405063291,1.98460281688913,2.1429066328631228
3,0,Adani Western Heights Phase 1 Residential,1250,Andheri West,0,1,4.35,34800.0,1.045748345641711,2.939356493651351
3,0,Runwal Lily at Runwal Forest,1900,Kanjurmarg,1,0,2.75,14473.684210526315,2.895007152644203,0.0922451421637144
3,0,Lodha New Cuffe Parade,1466,Wadala,0,0,2.79,19031.37789904502,1.6602712722763853,0.7306422610309283
3,0,Leena Bhairav Residency,1340,Mira Road East,0,0,1.15,8582.089552238805,1.3017995650728253,-0.7329917676485889
3,0,L And T Rejuve 360 Tower A,1262,Mulund West,1,0,3.4,26941.36291600634,1.0798885082325262,1.8385955352563719
3,0,Hiranandani Meadows,1365,Thane West,0,2,2.45,17948.71794871795,1.3729249038036904,0.5789938528145441
3,0,Godrej Ascend,1179,Thane East,1,0,1.54,13061.916878710772,0.8437523836460542,-0.10550140658138517
3,0,K Raheja Vistas,1800,Powai,0,1,3.95,21944.444444444445,2.6105057977207426,1.1386761081357082
3,0,Rustomjee Urbania,1500,Thane West,0,1,1.9,12666.666666666666,1.7570017329503618,-0.1608641873747169
3,0,DSS Mahavir Spring,842,Thane West,1,0,1.59,18883.610451306413,-0.11501718244600714,0.7099444433745278
3,0,Reputed Builder Mohan Pride,1330,Kalyan West,0,1,1.25,9398.496240601504,1.2733494295804793,-0.6186375101460267
3,0,Rajesh White City Phase 2 Wing B,1800,Kandivali East,0,1,3.2,17777.777777777777,2.6105057977207426,0.5550502269184514
3,0,Reputed Builder Arshie Complex,1632,Andheri West,0,1,4.75,29105.392156862745,2.1325435214493296,2.141711568698307
3,0,SD Building No 3 Wing C Aquila,1076,Kandivali East,1,0,2.9,26951.67286245353,0.5507159880748901,1.8400396516357027
3,0,Neminath Heights,1100,Mira Road East,0,0,1.0,9090.90909090909,0.6189963132565205,-0.6617213072557082
3,0,Reputed Builder Neighbourhood Society,1080,Kandivali East,0,1,2.2,20370.37037037037,0.5620960422718284,0.9181952196758554
3,0,Deep Homes And Constructions Mumbai Auralis The Twins,1400,Thane West,0,1,2.8,20000.0,1.4725003780269015,0.866317363567655
3,0,Reputed Builder Tolaram CHSL,1000,Chembur,0,1,1.8,18000.0,0.3344949583330602,0.5861769405833718
3,0,K Raheja Vistas,1650,Powai,0,1,3.5,21212.121212121212,2.1837537653355525,1.0360994381035842
3,0,Lodha Palava Lakeside A To H,1750,Dombivali,0,0,0.8998999999999999,5142.285714285715,2.4682551202590126,-1.2148058187221589
3,0,Raj Heritage 2,1095,Mira Road East,0,0,0.9625,8789.954337899544,0.6047712455103474,-0.7038761031593205
3,0,Lodha Kiara,1863,Worli,0,0,5.59,30005.367686527108,2.789741651322523,2.2677713314761467
3,0,MICL Aaradhya Highpark,799,Bhayandar East,0,1,1.7,21276.59574468085,-0.23735276506309508,1.0451303995150696
3,0,Cosmos Horizon,1650,Thane West,0,2,2.0,12121.212121212122,2.1837537653355525,-0.23726612091588486
3,0,Wadhwa Atmosphere O2,963,Mulund West,0,0,2.3,23883.696780893042,0.22922945701137987,1.410307593038693
3,0,Hemani Login,1700,Kandivali West,0,1,3.34,19647.058823529413,2.3260044427972826,0.8168808183351346
3,0,Lodha Upper Thane,805,Anjurdive,0,0,0.9044,11234.782608695652,-0.22028268376768745,-0.3614284902069428
3,0,Raheja Solaris,1600,Sanpada,1,0,3.5,21875.0,2.041503087873822,1.1289490101154205
3,0,Prithvi Moksh Mahal,1890,Mulund West,0,0,2.98,15767.195767195768,2.866557017151857,0.27342757947393403
3,0,Lodha Upper Thane,1700,Anjurdive,0,0,1.35,7941.176470588235,2.3260044427972826,-0.8227645985434645
3,0,Cosmos Horizon,1650,Thane West,0,2,2.0,12121.212121212122,2.1837537653355525,-0.23726612091588486
3,0,Lodha Upper Thane,1300,Anjurdive,0,0,1.0,7692.307692307692,1.1879990231034412,-0.857623700951011
3,0,Unique Borivali Yash Prabha CHS Ltd,1166,Borivali West,0,2,3.24,27787.307032590055,0.8067672075060043,1.9570871065767859
3,0,Mistry 9 PBR,1040,Nerul,1,0,3.59,34519.230769230766,0.4482955003024443,2.9000290881170185
3,0,Sanjay Ghodawat Skystar,1198,Goregaon West,1,0,2.8,23372.28714524207,0.8978076410815117,1.3386743372139422
3,0,Kalpataru Hills,1150,Thane West,0,1,1.85,16086.95652173913,0.7612469907182506,0.3182165359897095
3,0,Kalpataru Sunrise,1350,Thane West,0,1,2.05,15185.185185185184,1.3302497005651714,0.19190523416104713
3,0,L And T Rejuve 360 Tower A,1365,Mulund West,1,0,3.04,22271.06227106227,1.3729249038036904,1.1844255361871707
3,0,Gokul Videocon Tower,1300,Kandivali East,0,1,2.48,19076.923076923078,1.1879990231034412,0.7370217837287553
3,0,Tharwani Tharwani Heights,1480,Sanpada,0,1,3.1,20945.945945945947,1.7001014619656698,0.9988162122764378
3,0,Regency Sidhhivinayak Tower,1650,Thane West,0,2,2.1,12727.272727272728,2.1837537653355525,-0.15237508364792027
3,0,Reputed Builder Mohan Pride,1450,Kalyan West,0,1,1.2,8275.862068965518,1.6147510554886317,-0.7758851159953845
3,0,Neminath Heights,1080,Mira Road East,0,0,1.0,9259.25925925926,0.5620960422718284,-0.6381404635701623
3,0,Shreeji Sharan Daivi Eterneety,1075,Borivali West,1,0,2.9,26976.74418604651,0.5478709745256555,1.8435513972337594
3,0,Kalpataru Immensa,1150,Thane West,0,0,2.34,20347.82608695652,0.7612469907182506,0.9150374371301389
3,0,Mallhar Bhimashankar Heights,1140,Borivali West,0,0,2.6,22807.01754385965,0.7327968552259047,1.259496904598228
3,0,T Bhimjyani The Verraton,1600,Thane West,0,1,2.6,16250.0,2.041503087873822,0.341054070472124
3,0,ACME Ozone Phase 2,1500,Thane West,0,1,1.9,12666.666666666666,1.7570017329503618,-0.1608641873747169
3,0,Reputed Builder Raghav,1200,Malad East,0,1,2.75,22916.666666666668,0.9034976681799809,1.274855480419735
3,0,Cosmos Horizon,1650,Thane West,0,2,2.0,12121.212121212122,2.1837537653355525,-0.23726612091588486
3,0,Neminath Heights,1050,Mira Road East,1,0,1.33,12666.666666666666,0.47674563579479035,-0.1608641873747169
3,0,L And T Seawoods Residences North Towers,1105,Seawoods,1,0,3.15,28506.787330316743,0.6332213810026935,2.057864864043792
3,0,Larkins Pride Palms,1250,Thane West,0,1,1.7,13600.0,1.045748345641711,-0.030131989982051306
3,0,Runwal Elegante,1760,Andheri West,0,0,4.04,22954.545454545456,2.4967052557513587,1.2801611702489828
3,0,Darvesh Darvesh Horizon,1212,Mira Road East,1,0,1.35,11138.613861386139,0.9376378307707961,-0.3748988669815207
3,0,ACME Ozone Phase 2,1650,Thane West,0,2,1.55,9393.939393939394,2.1837537653355525,-0.6192757886217257
3,0,Vishesh Balaji Symphony ,816,Panvel,0,0,1.08,13235.29411764706,-0.18898753472610683,-0.08121642005565581
3,0,Agarwal Paramount,685,Virar,0,0,0.7395,10795.620437956204,-0.5616843096758398,-0.42294202834176525
3,0,Juhi Serenity,1650,Ghansoli,0,1,2.0,12121.212121212122,2.1837537653355525,-0.23726612091588486
3,0,Piramal Vaikunth Cluster 1,1293,Thane West,1,2,2.16,16705.336426914153,1.168083928258799,0.4048331400900655
3,0,Wadhwa Atmosphere O2,975,Mulund West,1,0,2.31,23692.30769230769,0.2633696196021951,1.3834996829232546
3,0,Shree Tirupati Siddeshwar Gardens,1250,Thane West,0,1,1.25,10000.0,1.045748345641711,-0.5343847513537611
3,0,Prima Upper East 97,1800,Malad East,1,0,3.0,16666.666666666668,2.6105057977207426,0.39941665859384984
3,0,Lodha Codename Crown Jewel,1500,Thane West,0,0,1.65,11000.0,1.7570017329503618,-0.3943145398616195
3,0,Rustomjee Azziano Wing I,1367,Thane West,0,2,1.25,9144.1111923921,1.3786149309021596,-0.6542692776491567
3,0,Lokhandwala Fountain Heights,1245,Kandivali East,0,1,1.9,15261.044176706828,1.0315232778955379,0.2025308191470643
3,0,Arkade Aspire,960,Goregaon East,1,0,2.4,25000.0,0.22069441636367604,1.566668421028363
3,0,Swaraj Homes Devashree Garden,1207,Thane West,0,1,1.25,10356.255178127589,0.923412763024623,-0.4844840132082592
3,0,Sheth Vasant Oasis,1650,Andheri East,1,0,2.37,14363.636363636364,2.1837537653355525,0.07683071697558415
3,0,Lodha Codename Crown Jewel,956,Thane West,1,0,1.66,17364.016736401674,0.20931436216673763,0.49709463034569185
3,0,Progressive Grande,1650,Ulwe,0,0,1.55,9393.939393939394,2.1837537653355525,-0.6192757886217257
3,0,Raj Akshay,1737,Mira Road East,1,0,1.65,9499.136442141624,2.431269944118963,-0.6045408158316904
3,0,ACME Ozone Phase 2,1650,Thane West,0,2,1.55,9393.939393939394,2.1837537653355525,-0.6192757886217257
3,0,Reputed Builder Sea Breeze Tower,1650,Nerul,0,1,3.5,21212.121212121212,2.1837537653355525,1.0360994381035842
3,0,Fortune Avirahi Wing A,1192,Borivali West,0,0,3.7,31040.268456375838,0.880737559786104,2.4127301011822384
3,0,Lodha Amara Tower 46,1600,Thane West,0,2,1.65,10312.5,2.041503087873822,-0.4906128102624669
3,0,Neelkanth Greens,1650,Thane West,0,2,1.9,11515.151515151516,2.1837537653355525,-0.3221571581838495
3,0,Vijay Orovia Phase 1,879,Thane West,1,0,1.21,13765.642775881684,-0.009751681124326818,-0.006930371332158355
3,0,SKD Pinnacolo NX,1400,Mira Road East,0,1,1.24,8857.142857142857,1.4725003780269015,-0.6944649930590658
3,0,Piramal Vaikunth Thane,1224,Thane West,1,0,2.48,20261.437908496733,0.9717779933616113,0.9029370267028556
3,0,MS H2O,1482,Santacruz East,0,0,4.5,30364.372469635626,1.705791489064139,2.3180572073728474
3,0,Raheja Reflections Eternity,1420,Kandivali East,0,1,3.1,21830.985915492958,1.5294006490115937,1.1227839479898862
3,0,SMB United Emporio,1012,Kharghar,1,0,1.75,17292.490118577076,0.3686351209238754,0.4870758818596828
3,0,Rohit Poonam Square,1200,Mira Road East,0,1,1.15,9583.333333333334,0.9034976681799809,-0.5927473394754867
3,0,Unique Borivali Yash Prabha CHS Ltd,1166,Borivali West,0,2,2.89,24785.591766723843,0.8067672075060043,1.5366362144477153
3,0,Runwal Bliss Wing F,857,Kanjurmarg,1,0,2.09,24387.397899649943,-0.07234197920748808,1.4808611152718003
3,0,Pragati Pant Nagar Gulmohar CHS LTD,888,Ghatkopar East,1,0,1.73,19481.981981981982,0.015853440818784613,0.7937584702271313
3,0,JP Codename Dream Home Tower C,1485,Mira Road East,1,0,1.22,8215.488215488216,1.7143265297118429,-0.7843416944205457
3,0,Kalpataru Srishti Namaah,894,Mira Road East,1,0,1.86,20805.36912751678,0.032923522114192236,0.979125587588172
3,0,Wadhwa Atmosphere Phase 1,1331,Mulund West,1,0,2.65,19909.84222389181,1.2761944431297139,0.8536889448005197
3,0,Reputed Builder Samrudhi Apartment,1340,Mira Road East,0,0,1.33,9925.373134328358,1.3017995650728253,-0.5448377522113836
3,0,Satyam Springs,1152,Deonar,0,1,3.4,29513.88888888889,0.7669370178167199,2.1989297923470583
3,0,Neelkanth Greens,1150,Thane West,0,2,1.75,15217.391304347826,0.7612469907182506,0.19641635208349947
3,0,Arihant Clan Aalishan Phase 1,1670,Kharghar,1,0,1.4,8383.233532934131,2.2406540363202443,-0.76084557232908
3,0,Hiranandani Selene,1700,Panvel,0,1,1.95,11470.588235294117,2.3260044427972826,-0.32839914621825883
3,0,Vasant Vasant Vihar,1650,Thane West,0,2,1.85,11212.121212121212,2.1837537653355525,-0.3646026768178319
3,0,Kesar Harmony,1850,Kharghar,0,1,2.75,14864.864864864865,2.752756475182473,0.14703789914854945
3,0,Rustomjee Urbania Azziano,1570,Thane West,0,2,1.85,11783.43949044586,1.956152681396784,-0.2845780047435722
3,0,Raymond The Address By GS Tower A,1158,Thane West,1,0,2.1,18134.715025906735,0.7840070991121275,0.6050465027532975
3,0,Oberoi Oberoi Gardens,1450,Kandivali East,0,1,2.95,20344.827586206895,1.6147510554886317,0.9146174364959795
3,0,Dream Arihant Niwara Sky,1188,Sion,1,2,1.9,15993.265993265994,0.8693575055891656,0.3050932838516668
3,0,Sangam The Luxor,1751,Goregaon West,1,2,3.25,18560.82238720731,2.4711001338082474,0.6647314509690275
3,0,Runwal Bliss,849,Kanjurmarg,1,0,2.3,27090.694935217904,-0.09510208760136492,1.8595125027698842
3,0,Hetal Infra Riddhi Siddhi,1176,Mira Road East,1,0,1.12,9523.809523809525,0.8352173429983504,-0.6010848520643046
3,0,Hiranandani Gardens Heritage,1450,Powai,0,1,5.2,35862.06896551724,1.6147510554886317,3.0881207182705905
3,0,Ekta Tripolis,1656,Goregaon West,1,2,3.2,19323.671497584543,2.2008238466309598,0.7715838871961584
3,0,Kanakia Codename Future D,1337,Powai,1,0,4.27,31937.172774869105,1.2932645244251215,2.5383596787618057
3,0,Dignity Divine,1005,Wadala,1,0,2.74,27263.681592039804,0.3487200260792332,1.8837427803762463
3,0,Wadhwa Atmosphere Phase 1,1316,Mulund West,1,0,2.49,18920.972644376903,1.2335192398911947,0.7151777736597216
3,0,Hiranandani Gardens,1450,Powai,0,1,4.7,32413.793103448275,1.6147510554886317,2.6051199889873438
3,0,Vasant Vasant Vihar,1650,Thane West,0,2,2.3,13939.39393939394,2.1837537653355525,0.017406990888008955
3,0,Runwal Timeless,916,Wadala,1,0,2.55,27838.427947598255,0.09551382019735351,1.9642476239536562
3,0,Ahuja Lamor,1699,Jogeshwari West,1,0,2.73,16068.275456150677,2.3231594292480477,0.31559987518183635
3,0,Vikas Aricia Altis,1475,Kalyan East,0,1,1.2,8135.593220338983,1.6858763942194968,-0.7955326032882625
3,0,NARANG REALTY And WADHWA GROUP Asteria by Courtyard,1307,Thane West,1,0,3.24,24789.594491201227,1.2079141179480835,1.5371968769118074
3,0,Dhaval Sunrise Orlem,1547,Malad West,1,0,2.72,17582.417582417584,1.8907173697643882,0.527686083037203
3,0,L And T Seawoods West Square,1800,Seawoods,1,0,2.99,16611.111111111113,2.6105057977207426,0.39163498017761983
3,0,Reputed Builder Vimal Dham,1100,Mira Road East,0,1,1.15,10454.545454545454,0.6189963132565205,-0.4707164734027877
3,0,Neelkanth Palms,1597,Thane West,0,1,1.77,11083.2811521603,2.0329680472261185,-0.3826493312652171
3,0,Sudarshan Sky Garden,1300,Thane West,0,1,1.1,8461.538461538461,1.1879990231034412,-0.7498773844185944
3,0,Agarwal Paramount,685,Virar,0,0,0.7395,10795.620437956204,-0.5616843096758398,-0.42294202834176525
3,0,Neminath Heights Wing B C D,853,Mira Road East,1,0,0.96,11254.396248534584,-0.08372203340442651,-0.35868120352657296
3,0,Ekta Lake Lucerne,1740,Powai,0,1,3.75,21551.724137931036,2.4398049847666665,1.0836676917451165
3,0,Kalpataru Parkcity,1380,Thane West,1,0,2.25,16304.347826086956,1.4156001070422095,0.34866658196626205
3,0,NARANG REALTY And WADHWA GROUP Courtyard,1091,Thane West,0,0,2.8,25664.527956003665,0.5933911913134091,1.6597489923682371
3,0,Godrej Urban Park,1350,Powai,1,0,3.09,22888.88888888889,1.3302497005651714,1.27096464121162
3,0,Mistry 9 PBR,1400,Nerul,1,0,4.99,35642.857142857145,1.4725003780269015,3.0574156719090135
3,0,Kalpataru Eternia At Kalpataru Parkcity,1426,Thane West,1,0,1.85,12973.352033660589,1.546470730307001,-0.11790670315833307
3,0,Neelkanth Palms,1421,Thane West,0,1,1.55,10907.811400422237,1.532245662560828,-0.4072274165016411
3,0,Vijay Annex,1205,Thane West,0,1,1.3,10788.38174273859,0.9177227359261538,-0.4239559539118237
3,0,Piramal Vaikunth Cluster 4,1200,Thane West,1,0,2.0,16666.666666666668,0.9034976681799809,0.39941665859384984
3,0,K Raheja Ascencio,1540,Powai,0,1,3.35,21753.246753246753,1.870802274919746,1.1118950070928384
3,0,Providence Highland Sky Towers A Building,1740,Naupada,1,0,3.15,18103.44827586207,2.4398049847666665,0.6006669624618692
3,0,Neelkanth Greens,1100,Thane West,0,2,1.7,15454.545454545454,0.6189963132565205,0.22963458405792034
3,0,Ethics Infra Ashwini Residency Borivali Ashwini CHSL,1159,Borivali West,0,2,3.1,26747.195858498704,0.7868521126613621,1.8113985144464706
3,0,Vajinath The Residences,1495,Kalyan West,0,0,1.25,8361.204013377926,1.7427766652041887,-0.7639312517923879
3,0,JP North Barcelona Wing D,1230,Mira Road East,1,0,1.44,11707.317073170732,0.988848074657019,-0.2952404878305924
3,0,Hiranandani Meadows,1750,Thane West,0,2,3.25,18571.428571428572,2.4682551202590126,0.6662170614360243
3,0,Rosa Bella,1400,Thane West,0,1,1.4,10000.0,1.4725003780269015,-0.5343847513537611
3,0,Sunteck City 4th Avenue,1050,Goregaon West,1,0,2.63,25047.619047619046,0.47674563579479035,1.5733384310994172
3,0,Twin Galaxy,1462,Kurla,0,2,2.0,13679.890560875512,1.6488912180794468,-0.018941702223992503
3,0,Neelsidhi Vista,1650,Ulwe,0,1,1.3,7878.787878787879,2.1837537653355525,-0.8315033817916373
3,0,Kalpataru Sunrise,1465,Thane West,0,1,1.94,13242.320819112629,1.6574262587271507,-0.08023218849528138
